OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
4088,2021/03/06 15:00:00+00,St. Mary's                                        ,84,19259,6,13067,7,9,91,13,13076,19268
4089,2021/03/07 15:00:00+00,St. Mary's                                        ,30,19289,2,13069,14,23,44,16,13092,19312
4090,2021/03/08 15:00:00+00,St. Mary's                                        ,266,19555,27,13096,249,272,515,276,13368,19827
4091,2021/03/09 15:00:00+00,St. Mary's                                        ,80,19635,880,13976,21,293,101,901,14269,19928
4092,2021/03/10 15:00:00+00,St. Mary's                                        ,562,20197,55,14031,30,323,592,85,14354,20520
4093,2021/03/11 15:00:00+00,St. Mary's                                        ,893,21090,71,14102,16,339,909,87,14441,21429
4094,2021/03/12 15:00:00+00,St. Mary's                                        ,904,21994,44,14146,35,374,939,79,14520,22368
4095,2021/03/13 15:00:00+00,St. Mary's                                        ,846,22840,34,14180,10,384,856,44,14564,23224
4096,2021/03/14 15:00:00+00,St. Mary's                                        ,33,22873,22,14202,2,386,35,24,14588,23259
4097,2021/03/15 15:00:00+00,St. Mary's                                        ,376,23249,35,14237,4,390,380,39,14627,23639
4098,2021/03/16 15:00:00+00,St. Mary's                                        ,609,23858,40,14277,6,396,615,46,14673,24254
4099,2021/03/17 15:00:00+00,St. Mary's                                        ,826,24684,23,14300,2,398,828,25,14698,25082
4100,2021/03/18 15:00:00+00,St. Mary's                                        ,119,24803,1407,15707,3,401,122,1410,16108,25204
4101,2021/03/19 15:00:00+00,St. Mary's                                        ,789,25592,23,15730,55,456,844,78,16186,26048
4102,2021/03/20 15:00:00+00,St. Mary's                                        ,42,25634,45,15775,3,459,45,48,16234,26093
4103,2021/03/21 15:00:00+00,St. Mary's                                        ,73,25707,20,15795,,459,,,16254,26166
4104,2021/03/22 15:00:00+00,St. Mary's                                        ,184,25891,16,15811,1,460,185,17,16271,26351
4105,2021/03/23 15:00:00+00,St. Mary's                                        ,372,26263,16,15827,5,465,377,21,16292,26728
4106,2021/03/24 15:00:00+00,St. Mary's                                        ,900,27163,38,15865,7,472,907,45,16337,27635
4107,2021/03/25 15:00:00+00,St. Mary's                                        ,116,27279,549,16414,42,514,158,591,16928,27793
4108,2021/03/26 15:00:00+00,St. Mary's                                        ,832,28111,113,16527,7,521,839,120,17048,28632
4109,2021/03/27 15:00:00+00,St. Mary's                                        ,104,28215,26,16553,1,522,105,27,17075,28737
4110,2021/03/28 15:00:00+00,St. Mary's                                        ,210,28425,26,16579,1,523,211,27,17102,28948
4111,2021/03/29 15:00:00+00,St. Mary's                                        ,1087,29512,52,16631,1,524,1088,53,17155,30036
4112,2021/03/30 15:00:00+00,St. Mary's                                        ,1039,30551,36,16667,9,533,1048,45,17200,31084
4113,2021/03/31 15:00:00+00,St. Mary's                                        ,340,30891,1221,17888,188,721,528,1409,18609,31612
4114,2021/04/01 15:00:00+00,St. Mary's                                        ,262,31153,1080,18968,38,759,300,1118,19727,31912
4115,2021/04/02 15:00:00+00,St. Mary's                                        ,179,31332,64,19032,61,820,240,125,19852,32152
4116,2021/04/03 15:00:00+00,St. Mary's                                        ,38,31370,54,19086,27,847,65,81,19933,32217
4117,2021/04/04 15:00:00+00,St. Mary's                                        ,83,31453,44,19130,6,853,89,50,19983,32306
4118,2021/04/05 15:00:00+00,St. Mary's                                        ,247,31700,103,19233,33,886,280,136,20119,32586
4119,2021/04/06 15:00:00+00,St. Mary's                                        ,919,32619,83,19316,87,973,1006,170,20289,33592
4120,2021/04/07 15:00:00+00,St. Mary's                                        ,173,32792,1464,20780,122,1095,295,1586,21875,33887
4121,2021/04/08 15:00:00+00,St. Mary's                                        ,285,33077,1268,22048,98,1193,383,1366,23241,34270
4122,2021/04/09 15:00:00+00,St. Mary's                                        ,859,33936,84,22132,312,1505,1171,396,23637,35441
4123,2021/04/10 15:00:00+00,St. Mary's                                        ,74,34010,43,22175,128,1633,202,171,23808,35643
4124,2021/04/11 15:00:00+00,St. Mary's                                        ,803,34813,34,22209,60,1693,863,94,23902,36506
4125,2021/04/12 15:00:00+00,St. Mary's                                        ,252,35065,953,23162,152,1845,404,1105,25007,36910
4126,2021/04/13 15:00:00+00,St. Mary's                                        ,1040,36105,66,23228,16,1861,1056,82,25089,37966
4127,2021/04/14 15:00:00+00,St. Mary's                                        ,193,36298,1363,24591,,1861,,,26452,38159
4128,2021/04/15 15:00:00+00,St. Mary's                                        ,977,37275,114,24705,,1861,,,26566,39136
4129,2021/04/16 15:00:00+00,St. Mary's                                        ,1107,38382,124,24829,,1861,,,26690,40243
4130,2021/04/17 15:00:00+00,St. Mary's                                        ,1256,39638,89,24918,,1861,,,26779,41499
4131,2021/04/18 15:00:00+00,St. Mary's                                        ,1042,40680,155,25073,,1861,,,26934,42541
4132,2021/04/19 15:00:00+00,St. Mary's                                        ,260,40940,1275,26348,,1861,,,28209,42801
4133,2021/04/20 15:00:00+00,St. Mary's                                        ,254,41194,898,27246,,1861,,,29107,43055
4134,2021/04/21 15:00:00+00,St. Mary's                                        ,617,41811,221,27467,,1861,,,29328,43672
4135,2021/04/22 15:00:00+00,St. Mary's                                        ,454,42265,96,27563,,1861,,,29424,44126
4136,2021/04/23 15:00:00+00,St. Mary's                                        ,561,42826,80,27643,,1861,,,29504,44687
4137,2021/04/24 15:00:00+00,St. Mary's                                        ,143,42969,93,27736,,1861,,,29597,44830
4138,2021/04/25 15:00:00+00,St. Mary's                                        ,82,43051,19,27755,,1861,,,29616,44912
4139,2021/04/26 15:00:00+00,St. Mary's                                        ,185,43236,1753,29508,,1861,,,31369,45097
4140,2021/04/27 15:00:00+00,St. Mary's                                        ,233,43469,142,29650,18,1879,251,160,31529,45348
4141,2021/04/28 15:00:00+00,St. Mary's                                        ,300,43769,194,29844,23,1902,323,217,31746,45671
4142,2021/04/29 15:00:00+00,St. Mary's                                        ,262,44031,170,30014,13,1915,275,183,31929,45946
4143,2021/04/30 15:00:00+00,St. Mary's                                        ,248,44279,179,30193,21,1936,269,200,32129,46215
4144,2021/05/01 15:00:00+00,St. Mary's                                        ,47,44326,111,30304,12,1948,59,123,32252,46274
4145,2021/05/02 15:00:00+00,St. Mary's                                        ,172,44498,29,30333,24,1972,196,53,32305,46470
4146,2021/05/03 15:00:00+00,St. Mary's                                        ,72,44570,1293,31626,26,1998,98,1319,33624,46568
4147,2021/05/04 15:00:00+00,St. Mary's                                        ,62,44632,971,32597,41,2039,103,1012,34636,46671
4148,2021/05/05 15:00:00+00,St. Mary's                                        ,223,44855,207,32804,95,2134,318,302,34938,46989
4149,2021/05/06 15:00:00+00,St. Mary's                                        ,326,45181,259,33063,29,2163,355,288,35226,47344
4150,2021/05/07 15:00:00+00,St. Mary's                                        ,91,45272,1538,34601,30,2193,121,1568,36794,47465
4151,2021/05/08 15:00:00+00,St. Mary's                                        ,65,45337,1802,36403,36,2229,101,1838,38632,47566
4152,2021/05/09 15:00:00+00,St. Mary's                                        ,32,45369,49,36452,9,2238,41,58,38690,47607
4153,2021/05/10 15:00:00+00,St. Mary's                                        ,82,45451,1504,37956,22,2260,104,1526,40216,47711
4154,2021/05/11 15:00:00+00,St. Mary's                                        ,232,45683,660,38616,21,2281,253,681,40897,47964
4155,2021/05/12 15:00:00+00,St. Mary's                                        ,411,46094,163,38779,19,2300,430,182,41079,48394
4156,2021/05/13 15:00:00+00,St. Mary's                                        ,119,46213,702,39481,11,2311,130,713,41792,48524
4157,2021/05/14 15:00:00+00,St. Mary's                                        ,419,46632,494,39975,25,2336,444,519,42311,48968
4158,2021/05/15 15:00:00+00,St. Mary's                                        ,287,46919,43,40018,70,2406,357,113,42424,49325
4159,2021/05/16 15:00:00+00,St. Mary's                                        ,46,46965,86,40104,53,2459,99,139,42563,49424
4160,2021/05/17 15:00:00+00,St. Mary's                                        ,621,47586,233,40337,11,2470,632,244,42807,50056
4161,2021/05/18 15:00:00+00,St. Mary's                                        ,338,47924,438,40775,17,2487,355,455,43262,50411
4162,2021/05/19 15:00:00+00,St. Mary's                                        ,266,48190,434,41209,9,2496,275,443,43705,50686
4163,2021/05/20 15:00:00+00,St. Mary's                                        ,454,48644,160,41369,105,2601,559,265,43970,51245
4164,2021/05/21 15:00:00+00,St. Mary's                                        ,462,49106,291,41660,18,2619,480,309,44279,51725
4165,2021/05/22 15:00:00+00,St. Mary's                                        ,86,49192,53,41713,7,2626,93,60,44339,51818
4166,2021/05/23 15:00:00+00,St. Mary's                                        ,71,49263,182,41895,38,2664,109,220,44559,51927
4167,2021/05/24 15:00:00+00,St. Mary's                                        ,133,49396,278,42173,12,2676,145,290,44849,52072
4168,2021/05/25 15:00:00+00,St. Mary's                                        ,233,49629,309,42482,14,2690,247,323,45172,52319
4169,2021/05/26 15:00:00+00,St. Mary's                                        ,134,49763,104,42586,7,2697,141,111,45283,52460
4170,2021/05/27 15:00:00+00,St. Mary's                                        ,163,49926,108,42694,31,2728,194,139,45422,52654
4171,2021/05/28 15:00:00+00,St. Mary's                                        ,176,50102,85,42779,47,2775,223,132,45554,52877
4172,2021/05/29 15:00:00+00,St. Mary's                                        ,43,50145,32,42811,10,2785,53,42,45596,52930
4173,2021/05/30 15:00:00+00,St. Mary's                                        ,27,50172,42,42853,4,2789,31,46,45642,52961
4174,2021/05/31 15:00:00+00,St. Mary's                                        ,2,50174,9,42862,3,2792,5,12,45654,52966
4175,2021/06/01 15:00:00+00,St. Mary's                                        ,149,50323,346,43208,9,2801,158,355,46009,53124
4176,2021/06/02 15:00:00+00,St. Mary's                                        ,67,50390,889,44097,7,2808,74,896,46905,53198
4177,2021/06/03 15:00:00+00,St. Mary's                                        ,142,50532,96,44193,11,2819,153,107,47012,53351
4178,2021/06/04 15:00:00+00,St. Mary's                                        ,103,50635,96,44289,16,2835,119,112,47124,53470
4179,2021/06/05 15:00:00+00,St. Mary's                                        ,34,50669,46,44335,5,2840,39,51,47175,53509
4180,2021/06/06 15:00:00+00,St. Mary's                                        ,12,50681,32,44367,3,2843,15,35,47210,53524
4181,2021/06/07 15:00:00+00,St. Mary's                                        ,59,50740,749,45116,9,2852,68,758,47968,53592
4182,2021/06/08 15:00:00+00,St. Mary's                                        ,131,50871,716,45832,7,2859,138,723,48691,53730
4183,2021/06/09 15:00:00+00,St. Mary's                                        ,27,50898,82,45914,11,2870,38,93,48784,53768
4184,2021/06/10 15:00:00+00,St. Mary's                                        ,86,50984,91,46005,15,2885,101,106,48890,53869
4185,2021/06/11 15:00:00+00,St. Mary's                                        ,11,50995,45,46050,12,2897,23,57,48947,53892
4186,2021/06/12 15:00:00+00,St. Mary's                                        ,7,51002,43,46093,4,2901,11,47,48994,53903
4187,2021/06/13 15:00:00+00,St. Mary's                                        ,,51002,17,46110,4,2905,,21,49015,53907
4188,2020/12/16 15:00:00+00,Talbot                                            ,6,6,,0,,0,,,0,6
4189,2020/12/17 15:00:00+00,Talbot                                            ,12,18,,0,,0,,,0,18
4190,2020/12/18 15:00:00+00,Talbot                                            ,14,32,,0,,0,,,0,32
4191,2020/12/19 15:00:00+00,Talbot                                            ,2,34,,0,,0,,,0,34
4192,2020/12/21 15:00:00+00,Talbot                                            ,17,51,,0,,0,,,0,51
4193,2020/12/22 15:00:00+00,Talbot                                            ,30,81,,0,,0,,,0,81
4194,2020/12/23 15:00:00+00,Talbot                                            ,44,125,,0,,0,,,0,125
4195,2020/12/24 15:00:00+00,Talbot                                            ,8,133,,0,,0,,,0,133
4196,2020/12/25 15:00:00+00,Talbot                                            ,6,139,,0,,0,,,0,139
4197,2020/12/26 15:00:00+00,Talbot                                            ,9,148,,0,,0,,,0,148
4198,2020/12/27 15:00:00+00,Talbot                                            ,20,168,,0,,0,,,0,168
4199,2020/12/28 15:00:00+00,Talbot                                            ,106,274,,0,,0,,,0,274
4200,2020/12/29 15:00:00+00,Talbot                                            ,61,335,,0,,0,,,0,335
4201,2020/12/30 15:00:00+00,Talbot                                            ,151,486,,0,,0,,,0,486
4202,2020/12/31 15:00:00+00,Talbot                                            ,72,558,,0,,0,,,0,558
